nome,sexo,instituicao,uf,nivel_bolsa,area_atuacao,ano_conclusao_doutorado,url,google_scholar,vigencia_inicio,vigencia_termino,situacao
Nelson Souto Rosa,Masculino,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nelson+Souto+Rosa,,01/08/2025,31/07/2028,Suspenso
Nina Sumiko Tomita Hirata,Feminino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nina+Sumiko+Tomita+Hirata,,01/08/2025,31/07/2028,Em folha de pagamento
Nivan Roberto Ferreira Júnior,Indefinido,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nivan+Roberto+Ferreira+Júnior,,01/03/2024,31/07/2027,Em folha de pagamento
Nivio Ziviani,Indefinido,UFMG,MG,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nivio+Ziviani,,01/03/2022,31/07/2027,Em folha de pagamento
Odemir Martinez Bruno,Indefinido,USP,SP,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Odemir+Martinez+Bruno,,01/03/2023,31/07/2027,Em folha de pagamento
Orlando Lee,Masculino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Orlando+Lee,,01/03/2023,31/07/2026,Em folha de pagamento
Patricia Takako Endo,Feminino,UPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Patricia+Takako+Endo,,01/08/2025,31/07/2028,Em folha de pagamento
Paulo André Vechiatto de Miranda,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+André+Vechiatto+de+Miranda,,01/08/2025,31/07/2028,Em folha de pagamento
Paulo de Figueiredo Pires,Masculino,UFF,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+de+Figueiredo+Pires,,01/03/2024,31/07/2027,Em folha de pagamento
Paulo Henrique Monteiro Borba,Masculino,UFPE,PE,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Henrique+Monteiro+Borba,,01/03/2022,31/07/2026,Em folha de pagamento
Paulo Roberto Freire Cunha,Masculino,UFPE,PE,PQ-SR,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Roberto+Freire+Cunha,,01/08/2025,31/07/2030,Em folha de pagamento
Paulo Roberto Oliveira,Masculino,UFRJ,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Roberto+Oliveira,,01/03/2022,31/07/2026,Em folha de pagamento
Paulo Romero Martins Maciel,Masculino,UFPE,PE,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Romero+Martins+Maciel,,01/03/2023,31/07/2028,Em folha de pagamento
Paulo Salgado Gomes de Mattos Neto,Masculino,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Salgado+Gomes+de+Mattos+Neto,,01/08/2025,31/07/2028,Em folha de pagamento
Paulo Sérgio Lopes de Souza,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Sérgio+Lopes+de+Souza,,01/08/2025,31/07/2028,Em folha de pagamento
Paulo Sergio Marques dos Santos,Masculino,UFDPar,PI,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Paulo+Sergio+Marques+dos+Santos,,01/03/2023,31/07/2026,Em folha de pagamento
Pedro Henrique González Silva,Masculino,UFRJ,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Pedro+Henrique+González+Silva,,01/08/2025,31/07/2028,Em folha de pagamento
Pedro Jussieu de Rezende,Masculino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Pedro+Jussieu+de+Rezende,,01/03/2024,31/07/2027,Em folha de pagamento
Pedro Olmo Stancioli Vaz De Melo,Masculino,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Pedro+Olmo+Stancioli+Vaz+De+Melo,,01/08/2025,31/07/2028,Em folha de pagamento
Pedro Paulo Balbi de Oliveira,Masculino,MACKENZIE,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Pedro+Paulo+Balbi+de+Oliveira,,01/03/2023,31/07/2026,Em folha de pagamento
Pedro Pedrosa Rebouças Filho,Masculino,IFCE,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Pedro+Pedrosa+Rebouças+Filho,,01/03/2023,31/07/2026,Em folha de pagamento
Péricles Barbosa Cunha de Miranda,Indefinido,UFRPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Péricles+Barbosa+Cunha+de+Miranda,,01/08/2025,31/07/2028,Em folha de pagamento
Philippe Olivier Alexandre Navaux,Masculino,UFRGS,RS,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Philippe+Olivier+Alexandre+Navaux,,01/03/2023,31/07/2028,Em folha de pagamento
Rafael Augusto de Melo,Masculino,UFBA,BA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Augusto+de+Melo,,01/03/2024,31/07/2027,Em folha de pagamento
Rafael Crivellari Saliba Schouery,Masculino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Crivellari+Saliba+Schouery,,01/03/2024,31/07/2027,Em folha de pagamento
Rafael Dueire Lins,Masculino,UFRPE,PE,PQ-SR,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Dueire+Lins,,01/03/2024,31/07/2029,Em folha de pagamento
Rafael Ferreira Leite de Mello,Masculino,UFRPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Ferreira+Leite+de+Mello,,01/08/2025,31/07/2028,Em folha de pagamento
Rafael Kunst,Masculino,UNISINOS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Kunst,,01/08/2025,31/07/2028,Em folha de pagamento
Rafael Prikladnicki,Masculino,PUCRS,RS,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Prikladnicki,,01/03/2023,31/07/2027,Em folha de pagamento
Rafael Zancan Frantz,Masculino,UNIJUI,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rafael+Zancan+Frantz,,01/03/2024,31/07/2027,Em folha de pagamento
Raphael Carlos Santos Machado,Masculino,UFF,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Raphael+Carlos+Santos+Machado,,01/03/2023,31/07/2027,Em folha de pagamento
Raphael Yokoingawa de Camargo,Masculino,UFABC,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Raphael+Yokoingawa+de+Camargo,,01/03/2023,31/07/2026,Em folha de pagamento
Raquel Cardoso de Melo Minardi,Feminino,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Raquel+Cardoso+de+Melo+Minardi,,01/03/2024,31/07/2027,Em folha de pagamento
Regina Maria Maciel Braga,Feminino,UFJF,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Regina+Maria+Maciel+Braga,,01/03/2023,31/07/2026,Em folha de pagamento
Reinaldo Augusto da Costa Bianchi,Masculino,FEI,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Reinaldo+Augusto+da+Costa+Bianchi,,01/03/2023,31/07/2026,Em folha de pagamento
Renata Hax Sander Reiser,Feminino,UFPEL,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renata+Hax+Sander+Reiser,,01/03/2023,31/07/2026,Em folha de pagamento
Renata Lopes Rosa,Feminino,UFLA,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renata+Lopes+Rosa,,01/08/2025,31/07/2028,Em folha de pagamento
Renata Maria Cardoso Rodrigues de Souza,Feminino,UFPE,PE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renata+Maria+Cardoso+Rodrigues+de+Souza,,01/03/2023,31/07/2027,Em folha de pagamento
Renato Antonio Celso Ferreira,Masculino,UFMG,MG,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renato+Antonio+Celso+Ferreira,,01/03/2022,31/07/2026,Em folha de pagamento
Renato Antonio Krohling,Masculino,UFES,ES,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renato+Antonio+Krohling,,01/08/2025,31/07/2028,Em folha de pagamento
Renato Portugal,Masculino,LNCC,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renato+Portugal,,01/03/2024,31/07/2028,Em folha de pagamento
Renato Tinós,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Renato+Tinós,,01/08/2025,31/07/2028,Em folha de pagamento
Rian Gabriel Santos Pinheiro,Feminino,UFAL,AL,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rian+Gabriel+Santos+Pinheiro,,01/08/2025,31/07/2028,Em folha de pagamento
Ricardo Araújo Rios,Masculino,UFBA,BA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+Araújo+Rios,,01/03/2024,31/07/2027,Em folha de pagamento
Ricardo Bastos Cavalcante Prudencio,Masculino,UFPE,PE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+Bastos+Cavalcante+Prudencio,,01/03/2022,31/07/2026,Em folha de pagamento
Ricardo Cerri,Masculino,USP,SP,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+Cerri,,01/08/2025,31/07/2029,Em folha de pagamento
Ricardo de Andrade Lira Rabêlo,Masculino,UFPI,PI,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+de+Andrade+Lira+Rabêlo,,01/03/2023,31/07/2026,Em folha de pagamento
Ricardo dos Santos Ferreira,Masculino,UFV,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+dos+Santos+Ferreira,,01/08/2025,31/07/2028,Em folha de pagamento
Ricardo Marcondes Marcacini,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ricardo+Marcondes+Marcacini,,01/03/2024,31/07/2027,Em folha de pagamento
Roberto Marcondes Cesar Junior,Masculino,USP,SP,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Roberto+Marcondes+Cesar+Junior,,01/08/2025,31/07/2030,Em folha de pagamento
Roberto Pereira,Masculino,UFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Roberto+Pereira,,01/03/2024,31/07/2027,Em folha de pagamento
Roberto Souto Maior de Barros,Masculino,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Roberto+Souto+Maior+de+Barros,,01/03/2023,31/07/2026,Em folha de pagamento
Rodolfo Ipolito Meneguette,Masculino,USP,SP,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodolfo+Ipolito+Meneguette,,01/08/2025,31/07/2029,Em folha de pagamento
Rodolfo Jardim de Azevedo,Masculino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodolfo+Jardim+de+Azevedo,,01/03/2024,31/07/2027,Em folha de pagamento
Rodrigo Bonifacio de Almeida,Masculino,UnB,DF,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+Bonifacio+de+Almeida,,01/08/2025,31/07/2028,Em folha de pagamento
Rodrigo Coelho Barros,Masculino,PUCRS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+Coelho+Barros,,01/03/2023,31/07/2026,Em folha de pagamento
Rodrigo da Rosa Righi,Masculino,UNISINOS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+da+Rosa+Righi,,01/08/2025,31/07/2028,Em folha de pagamento
Rodrigo de Melo Souza Veras,Masculino,UFPI,PI,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+de+Melo+Souza+Veras,,01/03/2023,31/07/2026,Em folha de pagamento
Rodrigo Minetto,Masculino,UTFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+Minetto,,01/03/2024,31/07/2027,Em folha de pagamento
Rodrigo Pereira dos Santos,Masculino,UNIRIO,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrigo+Pereira+dos+Santos,,01/03/2024,31/07/2027,Em folha de pagamento
Rodrygo Luis Teodoro Santos,Indefinido,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rodrygo+Luis+Teodoro+Santos,,01/08/2025,31/07/2028,Em folha de pagamento
Roger Kreutz Immich,Masculino,UFRN,RN,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Roger+Kreutz+Immich,,01/03/2023,31/07/2026,Em folha de pagamento
Rohit Gheyi,Indefinido,UFCG,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rohit+Gheyi,,01/03/2023,31/07/2026,Em folha de pagamento
Ronaldo Alves Ferreira,Masculino,UFMS,MS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ronaldo+Alves+Ferreira,,01/03/2023,31/07/2026,Em folha de pagamento
Ronaldo Cristiano Prati,Masculino,UFABC,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ronaldo+Cristiano+Prati,,01/08/2025,31/07/2028,Em folha de pagamento
Ronaldo Fumio Hashimoto,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ronaldo+Fumio+Hashimoto,,01/08/2025,31/07/2028,Em folha de pagamento
Rudini Menezes Sampaio,Indefinido,UFC,CE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Rudini+Menezes+Sampaio,,01/03/2023,31/07/2027,Em folha de pagamento
Ruy José Guerra Barretto de Queiroz,Masculino,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ruy+José+Guerra+Barretto+de+Queiroz,,01/08/2025,31/07/2028,Em folha de pagamento
Sabrina dos Santos Marczak,Feminino,PUCRS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sabrina+dos+Santos+Marczak,,01/08/2025,31/07/2028,Em folha de pagamento
Sandra Eliza Fontes de Avila,Feminino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sandra+Eliza+Fontes+de+Avila,,01/03/2024,31/07/2027,Em folha de pagamento
Sergio Castelo Branco Soares,Masculino,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sergio+Castelo+Branco+Soares,,01/03/2023,31/07/2026,Em folha de pagamento
Sergio Lifschitz,Masculino,PUC-Rio,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sergio+Lifschitz,,01/08/2025,31/07/2028,Em folha de pagamento
Sheila dos Santos Reinehr,Feminino,PUC/PR,PR,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sheila+dos+Santos+Reinehr,,01/08/2025,31/07/2028,Em folha de pagamento
Silvia Regina Vergilio,Feminino,UFPR,PR,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Silvia+Regina+Vergilio,,01/03/2023,31/07/2027,Em folha de pagamento
Silvio Jamil Ferzoli Guimarães,Masculino,PUC Minas,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Silvio+Jamil+Ferzoli+Guimarães,,01/03/2023,31/07/2026,Em folha de pagamento
Simone Dantas de Souza,Feminino,UFF,RJ,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Simone+Dantas+de+Souza,,01/03/2022,31/07/2026,Em folha de pagamento
Simone Diniz Junqueira Barbosa,Feminino,PUC-Rio,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Simone+Diniz+Junqueira+Barbosa,,01/03/2022,31/07/2026,Em folha de pagamento
Simone do Rocio Senger de Souza,Feminino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Simone+do+Rocio+Senger+de+Souza,,01/08/2025,31/07/2028,Em folha de pagamento
Solange Oliveira Rezende,Feminino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Solange+Oliveira+Rezende,,01/08/2025,31/07/2028,Em folha de pagamento
Soraia Raupp Musse,Indefinido,PUCRS,RS,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Soraia+Raupp+Musse,,01/03/2022,31/07/2026,Em folha de pagamento
Sulamita Klein,Indefinido,UFRJ,RJ,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Sulamita+Klein,,01/03/2022,31/07/2026,Em folha de pagamento
Tatiane Nogueira Rios,Indefinido,UFBA,BA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tatiane+Nogueira+Rios,,01/03/2024,31/07/2027,Em folha de pagamento
Tayana Uchôa Conte,Indefinido,UFAM,AM,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tayana+Uchôa+Conte,,01/03/2024,31/07/2028,Em folha de pagamento
Teobaldo Leite Bulhões Júnior,Masculino,UFPB,PB,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Teobaldo+Leite+Bulhões+Júnior,,01/08/2025,31/07/2028,Em folha de pagamento
Teresa Bernarda Ludermir,Feminino,UFPE,PE,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Teresa+Bernarda+Ludermir,,01/03/2024,31/07/2029,Em folha de pagamento
Thais Vasconcelos Batista,Indefinido,UFRN,RN,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Thais+Vasconcelos+Batista,,01/03/2022,31/07/2028,Em folha de pagamento
Thelma Elita Colanzi,Feminino,UEM,PR,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Thelma+Elita+Colanzi,,01/08/2025,31/07/2028,Em folha de pagamento
Thiago Ferreira de Noronha,Indefinido,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Thiago+Ferreira+de+Noronha,,01/08/2025,31/07/2028,Em folha de pagamento
Thiago Oliveira dos Santos,Indefinido,UFES,ES,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Thiago+Oliveira+dos+Santos,,01/03/2024,31/07/2027,Em folha de pagamento
Tiago Agostinho de Almeida,Masculino,UFSCAR,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tiago+Agostinho+de+Almeida,,01/03/2024,31/07/2027,Em folha de pagamento
Tiago Alessandro Espinola Ferreira,Masculino,UFRPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tiago+Alessandro+Espinola+Ferreira,,01/08/2025,31/07/2028,Em folha de pagamento
Tiago Pereira do Nascimento,Masculino,UFPB,PB,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tiago+Pereira+do+Nascimento,,01/03/2024,31/07/2028,Em folha de pagamento
Troy Costa Kohwalter,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Troy+Costa+Kohwalter,,01/08/2025,31/07/2028,Em folha de pagamento
Tsang Ing Ren,Indefinido,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Tsang+Ing+Ren,,01/03/2023,31/07/2026,Suspenso
Uéverton dos Santos Souza,Indefinido,UFF,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Uéverton+dos+Santos+Souza,,01/03/2024,31/07/2028,Em folha de pagamento
Uira Kulesza,Indefinido,UFRN,RN,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Uira+Kulesza,,01/08/2025,31/07/2028,Em folha de pagamento
Ulisses Martins Dias,Masculino,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ulisses+Martins+Dias,,01/03/2023,31/07/2026,Em folha de pagamento
Valmir Carneiro Barbosa,Masculino,UERJ,RJ,PQ-SR,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Valmir+Carneiro+Barbosa,,01/08/2025,31/07/2030,Suspenso
Vander Ramos Alves,Indefinido,UnB,DF,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Vander+Ramos+Alves,,01/08/2025,31/07/2028,Em folha de pagamento
Vanessa Braganholo Murta,Feminino,UFF,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Vanessa+Braganholo+Murta,,01/03/2024,31/07/2027,Em folha de pagamento
Vasco Furtado,Masculino,UNIFOR,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Vasco+Furtado,,01/03/2024,31/07/2027,Em folha de pagamento
Victor Almeida Campos,Masculino,UFC,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Victor+Almeida+Campos,,01/08/2025,31/07/2028,Em folha de pagamento
Victor Ströele de Andrade Menezes,Masculino,UFJF,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Victor+Ströele+de+Andrade+Menezes,,01/03/2024,31/07/2027,Em folha de pagamento
Vinicius Fernandes dos Santos,Masculino,UFMG,MG,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Vinicius+Fernandes+dos+Santos,,01/08/2025,31/07/2029,Em folha de pagamento
Viviane Pereira Moreira,Feminino,UFRGS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Viviane+Pereira+Moreira,,01/08/2025,31/07/2028,Em folha de pagamento
Wagner Meira Junior,Masculino,UFMG,MG,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Wagner+Meira+Junior,,01/03/2023,31/07/2028,Em folha de pagamento
Waldemar Celes Filho,Masculino,PUC-Rio,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Waldemar+Celes+Filho,,01/03/2023,31/07/2026,Em folha de pagamento
Wallace Correa de Oliveira Casaca,Masculino,UNESP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Wallace+Correa+de+Oliveira+Casaca,,01/08/2025,31/07/2028,Em folha de pagamento
Wesley Nunes Gonçalves,Masculino,UFMS,MS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Wesley+Nunes+Gonçalves,,01/03/2023,31/07/2026,Em folha de pagamento
