nome,sexo,instituicao,uf,nivel_bolsa,area_atuacao,ano_conclusao_doutorado,url,google_scholar,vigencia_inicio,vigencia_termino,situacao
Abilio Pereira de Lucena Filho,Masculino,UFRJ,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Abilio+Pereira+de+Lucena+Filho,,01/08/2025,31/07/2028,Em folha de pagamento
Adenilso da Silva Simão,Indefinido,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adenilso+da+Silva+Simão,,01/08/2025,31/07/2028,Em folha de pagamento
Adenilton José da Silva,Indefinido,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adenilton+José+da+Silva,,01/08/2025,31/07/2028,Em folha de pagamento
Adiel Teixeira de Almeida Filho,Indefinido,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adiel+Teixeira+de+Almeida+Filho,,01/03/2024,31/07/2027,Em folha de pagamento
Adriana Santarosa Vivacqua,Feminino,UFRJ,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adriana+Santarosa+Vivacqua,,01/08/2025,31/07/2028,Em folha de pagamento
Adriano Alonso Veloso,Masculino,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adriano+Alonso+Veloso,,01/03/2024,31/07/2027,Em folha de pagamento
Adriano Lorena Inacio de Oliveira,Masculino,UFPE,PE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Adriano+Lorena+Inacio+de+Oliveira,,01/03/2022,31/07/2026,Em folha de pagamento
Afonso Paiva Neto,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Afonso+Paiva+Neto,,01/03/2024,31/07/2027,Em folha de pagamento
Agma Juci Machado Traina,Indefinido,USP,SP,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Agma+Juci+Machado+Traina,,01/03/2022,31/07/2026,Em folha de pagamento
Ajalmar Rêgo da Rocha Neto,Indefinido,IFCE,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ajalmar+Rêgo+da+Rocha+Neto,,01/03/2024,31/07/2027,Em folha de pagamento
Alba Cristina Magalhães Alves de Melo,Feminino,UnB,DF,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alba+Cristina+Magalhães+Alves+de+Melo,,01/03/2023,31/07/2029,Em folha de pagamento
Alberto Egon Schaeffer Filho,Masculino,UFRGS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alberto+Egon+Schaeffer+Filho,,01/08/2025,31/07/2028,Em folha de pagamento
Alberto Ferreira De Souza,Masculino,UFES,ES,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alberto+Ferreira+De+Souza,,01/03/2023,31/07/2026,Em folha de pagamento
Alberto Henrique Frade Laender,Masculino,UFMG,MG,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alberto+Henrique+Frade+Laender,,01/08/2025,31/07/2030,Em folha de pagamento
Alceu de Souza Britto Jr,Masculino,PUC/PR,PR,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alceu+de+Souza+Britto+Jr,,01/03/2023,31/07/2027,Em folha de pagamento
Aldo von Wangenheim,Masculino,UFSC,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aldo+von+Wangenheim,,01/03/2023,31/07/2026,Em folha de pagamento
Aldri Luiz dos Santos,Indefinido,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aldri+Luiz+dos+Santos,,01/03/2024,31/07/2027,Em folha de pagamento
Alessandro Fabricio Garcia,Masculino,PUC-Rio,RJ,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alessandro+Fabricio+Garcia,,01/08/2025,31/07/2030,Em folha de pagamento
Aletéia Patrícia Favacho de Araújo von Paumgartten,Indefinido,UnB,DF,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aletéia+Patrícia+Favacho+de+Araújo+von+Paumgartten,,01/08/2025,31/07/2028,Em folha de pagamento
Alex Borges Vieira,Masculino,UFJF,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alex+Borges+Vieira,,01/08/2025,31/07/2028,Em folha de pagamento
Alexandre Cabral Mota,Masculino,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandre+Cabral+Mota,,01/08/2025,31/07/2028,Em folha de pagamento
Alexandre Luís Magalhães Levada,Masculino,UFSCAR,SE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandre+Luís+Magalhães+Levada,,01/08/2025,31/07/2028,Em folha de pagamento
Alexandre Plastino de Carvalho,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandre+Plastino+de+Carvalho,,01/08/2025,31/07/2028,Em folha de pagamento
Alexandre Salles da Cunha,Masculino,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandre+Salles+da+Cunha,,01/08/2025,31/07/2028,Em folha de pagamento
Alexandre Xavier Falcão,Masculino,UNICAMP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandre+Xavier+Falcão,,01/03/2024,31/07/2029,Em folha de pagamento
Alexandro José Baldassin,Masculino,UNESP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alexandro+José+Baldassin,,01/03/2023,31/07/2026,Em folha de pagamento
Alfredo Goldman vel Lejbman,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alfredo+Goldman+vel+Lejbman,,01/03/2023,31/07/2026,Em folha de pagamento
Aline Marins Paes Carvalho,Feminino,UFF,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aline+Marins+Paes+Carvalho,,01/03/2024,31/07/2027,Em folha de pagamento
Alisson Marques da Silva,Feminino,CEFET/MG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alisson+Marques+da+Silva,,01/08/2025,31/07/2028,Em folha de pagamento
Alisson Vasconcelos de Brito,Feminino,UFPB,PB,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alisson+Vasconcelos+de+Brito,,01/08/2025,31/07/2028,Em folha de pagamento
Alneu de Andrade Lopes,Indefinido,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Alneu+de+Andrade+Lopes,,01/03/2023,31/07/2026,Em folha de pagamento
Altigran Soares da Silva,Indefinido,UFAM,AM,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Altigran+Soares+da+Silva,,01/08/2025,31/07/2030,Em folha de pagamento
Aluizio Fausto Ribeiro Araújo,Indefinido,UFPE,PE,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aluizio+Fausto+Ribeiro+Araújo,,01/03/2023,31/07/2027,Em folha de pagamento
Amauri Holanda de Souza Júnior,Indefinido,IFCE,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Amauri+Holanda+de+Souza+Júnior,,01/08/2025,31/07/2028,Em folha de pagamento
Ana Carolina Lorena,Feminino,ITA,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ana+Carolina+Lorena,,01/03/2024,31/07/2027,Em folha de pagamento
Ana Cristina Bicharra Garcia,Feminino,UNIRIO,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ana+Cristina+Bicharra+Garcia,,01/08/2025,31/07/2028,Em folha de pagamento
Ana Lucia Cetertich Bazzan,Feminino,UFRGS,RS,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ana+Lucia+Cetertich+Bazzan,,01/03/2022,31/07/2026,Em folha de pagamento
Ana Paula Couto da Silva,Feminino,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ana+Paula+Couto+da+Silva,,01/03/2024,31/07/2027,Em folha de pagamento
Ana Shirley Ferreira da Silva,Feminino,UFC,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Ana+Shirley+Ferreira+da+Silva,,01/03/2024,31/07/2027,Em folha de pagamento
Anderson de Rezende Rocha,Masculino,UNICAMP,SP,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Anderson+de+Rezende+Rocha,,01/03/2023,31/07/2027,Em folha de pagamento
André Carlos Ponce de Leon Ferreira de Carvalho,Masculino,USP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Carlos+Ponce+de+Leon+Ferreira+de+Carvalho,,01/03/2022,31/07/2028,Em folha de pagamento
André Castelo Branco Soares,Masculino,UFPI,PI,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Castelo+Branco+Soares,,01/08/2025,31/07/2028,Em folha de pagamento
Andre Cavalcante Hora,Masculino,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Andre+Cavalcante+Hora,,01/03/2023,31/07/2026,Em folha de pagamento
André Fujita,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Fujita,,01/03/2023,31/07/2026,Em folha de pagamento
Andre Luiz Lins de Aquino,Masculino,UFAL,AL,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Andre+Luiz+Lins+de+Aquino,,01/03/2023,31/07/2027,Em folha de pagamento
André Pimenta Freire,Masculino,UFLA,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Pimenta+Freire,,01/08/2025,31/07/2028,Em folha de pagamento
André Ricardo Abed Grégio,Masculino,UFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Ricardo+Abed+Grégio,,01/03/2024,31/07/2027,Em folha de pagamento
André Ricardo Backes,Masculino,UFSCAR,SE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=André+Ricardo+Backes,,01/08/2025,31/07/2028,Em folha de pagamento
Andreia Malucelli,Feminino,PUC/PR,PR,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Andreia+Malucelli,,01/08/2025,31/07/2028,Em folha de pagamento
Angelo Perkusich,Masculino,UFCG,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Angelo+Perkusich,,01/08/2025,31/07/2028,Em folha de pagamento
Anisio Mendes Lacerda,Indefinido,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Anisio+Mendes+Lacerda,,01/03/2024,31/07/2027,Em folha de pagamento
Anna Helena Reali Costa,Feminino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Anna+Helena+Reali+Costa,,01/03/2024,31/07/2027,Em folha de pagamento
Anselmo Cardoso de Paiva,Masculino,UFMA,MA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Anselmo+Cardoso+de+Paiva,,01/03/2024,31/07/2027,Em folha de pagamento
Antonio Alfredo Ferreira Loureiro,Masculino,UFMG,MG,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Antonio+Alfredo+Ferreira+Loureiro,,01/08/2025,31/07/2030,Em folha de pagamento
Antonio Augusto de Aragao Rocha,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Antonio+Augusto+de+Aragao+Rocha,,01/08/2025,31/07/2028,Em folha de pagamento
Antonio Augusto Medeiros Fröhlich,Masculino,UFSC,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Antonio+Augusto+Medeiros+Fröhlich,,01/03/2024,31/07/2027,Em folha de pagamento
Antonio de Padua Braga,Masculino,UFMG,MG,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Antonio+de+Padua+Braga,,01/03/2023,31/07/2027,Em folha de pagamento
Aristófanes Corrêa Silva,Indefinido,UFMA,MA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aristófanes+Corrêa+Silva,,01/03/2024,31/07/2027,Em folha de pagamento
Augusto Cezar Alves Sampaio,Masculino,UFPE,PE,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Augusto+Cezar+Alves+Sampaio,,01/03/2022,31/07/2027,Em folha de pagamento
Augusto José Venâncio Neto,Masculino,UFRN,RN,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Augusto+José+Venâncio+Neto,,01/08/2025,31/07/2028,Em folha de pagamento
Aurora Trinidad Ramirez Pozo,Feminino,UFPR,PR,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Aurora+Trinidad+Ramirez+Pozo,,01/03/2023,31/07/2027,Em folha de pagamento
Avelino Francisco Zorzo,Masculino,PUCRS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Avelino+Francisco+Zorzo,,01/08/2025,31/07/2028,Em folha de pagamento
Baldoino Fonseca dos Santos Neto,Indefinido,UFAL,AL,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Baldoino+Fonseca+dos+Santos+Neto,,01/08/2025,31/07/2028,Em folha de pagamento
Benjamín René Callejas Bedregal,Masculino,UFRN,RN,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Benjamín+René+Callejas+Bedregal,,01/08/2025,31/07/2030,Em folha de pagamento
Breno Alexandro Ferreira de Miranda,Indefinido,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Breno+Alexandro+Ferreira+de+Miranda,,01/03/2024,31/07/2027,Em folha de pagamento
Bruno Augusto Nassif Travençolo,Masculino,UFU,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Bruno+Augusto+Nassif+Travençolo,,01/03/2023,31/07/2026,Em folha de pagamento
Bruno Costa e Silva Nogueira,Masculino,UFAL,AL,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Bruno+Costa+e+Silva+Nogueira,,01/08/2025,31/07/2028,Em folha de pagamento
Bruno Freitas Gadelha,Masculino,UFAM,AM,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Bruno+Freitas+Gadelha,,01/08/2025,31/07/2028,Em folha de pagamento
Caetano Traina Junior,Masculino,USP,SP,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Caetano+Traina+Junior,,01/03/2022,31/07/2026,Em folha de pagamento
Carla Maria Dal Sasso Freitas,Feminino,UFRGS,RS,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carla+Maria+Dal+Sasso+Freitas,,01/03/2023,31/07/2029,Em folha de pagamento
Carla Negri Lintzmayer,Feminino,UFABC,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carla+Negri+Lintzmayer,,01/08/2025,31/07/2028,Suspenso
Carlile Campos Lavor,Indefinido,UNICAMP,SP,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carlile+Campos+Lavor,,01/03/2023,31/07/2027,Em folha de pagamento
Carlos Alberto Kamienski,Masculino,UFABC,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carlos+Alberto+Kamienski,,01/03/2024,31/07/2027,Em folha de pagamento
Carlos Becker Westphall,Masculino,UFSC,SE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carlos+Becker+Westphall,,01/03/2022,31/07/2026,Em folha de pagamento
Carlos Eduardo Pereira,Masculino,UFRGS,RS,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Carlos+Eduardo+Pereira,,01/03/2024,31/07/2028,Em folha de pagamento
Celina Miraglia Herrera de Figueiredo,Feminino,UFRJ,RJ,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Celina+Miraglia+Herrera+de+Figueiredo,,01/03/2022,31/07/2028,Em folha de pagamento
Célio Vinicius Neves de Albuquerque,Indefinido,UFF,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Célio+Vinicius+Neves+de+Albuquerque,,01/03/2022,31/07/2026,Em folha de pagamento
Celso Alberto Saibel Santos,Masculino,UFES,ES,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Celso+Alberto+Saibel+Santos,,01/03/2024,31/07/2027,Em folha de pagamento
Celso da Cruz Carneiro Ribeiro,Masculino,UFF,RJ,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Celso+da+Cruz+Carneiro+Ribeiro,,01/03/2021,31/07/2026,Em folha de pagamento
Celso Massaki Hirata,Masculino,ITA,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Celso+Massaki+Hirata,,01/08/2025,31/07/2028,Em folha de pagamento
Cesar Augusto Fonticielha De Rose,Masculino,PUCRS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cesar+Augusto+Fonticielha+De+Rose,,01/08/2025,31/07/2028,Em folha de pagamento
César Lincoln Cavalcante Mattos,Masculino,UFC,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=César+Lincoln+Cavalcante+Mattos,,01/08/2025,31/07/2028,Em folha de pagamento
Claudia Linhares Sales,Feminino,UFC,CE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Claudia+Linhares+Sales,,01/03/2023,31/07/2027,Em folha de pagamento
Claudia Maria Bauzer Medeiros,Feminino,UNICAMP,SP,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Claudia+Maria+Bauzer+Medeiros,,01/03/2022,31/07/2026,Em folha de pagamento
Claudia Maria Lima Werner,Feminino,UFRJ,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Claudia+Maria+Lima+Werner,,01/03/2023,31/07/2027,Em folha de pagamento
Claudine Santos Baduê,Feminino,UFES,ES,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Claudine+Santos+Baduê,,01/03/2023,31/07/2026,Em folha de pagamento
Cláudio Leonardo Lucchesi,Masculino,USP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cláudio+Leonardo+Lucchesi,,01/03/2022,31/07/2027,Em folha de pagamento
Cláudio Rosito Jung,Masculino,UFRGS,RS,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cláudio+Rosito+Jung,,01/03/2023,31/07/2027,Em folha de pagamento
Cleber Zanchettin,Indefinido,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cleber+Zanchettin,,01/08/2025,31/07/2028,Em folha de pagamento
Clodoveu Augusto Davis Junior,Indefinido,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Clodoveu+Augusto+Davis+Junior,,01/08/2025,31/07/2028,Em folha de pagamento
Cristiane Neri Nobre,Indefinido,PUC Minas,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristiane+Neri+Nobre,,01/03/2023,31/07/2026,Em folha de pagamento
Cristiano André da Costa,Masculino,UNISINOS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristiano+André+da+Costa,,01/03/2024,31/07/2027,Em folha de pagamento
Cristiano Bonato Both,Masculino,UNISINOS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristiano+Bonato+Both,,01/08/2025,31/07/2028,Em folha de pagamento
Cristiano Maciel,Masculino,UFMT,MT,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristiano+Maciel,,01/03/2023,31/07/2026,Em folha de pagamento
Cristiano Maciel da Silva,Masculino,UFSJ,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristiano+Maciel+da+Silva,,01/03/2024,31/07/2027,Em folha de pagamento
Cristina Gomes Fernandes,Feminino,USP,SP,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Cristina+Gomes+Fernandes,,01/08/2025,31/07/2029,Em folha de pagamento
Dalcimar Casanova,Indefinido,UTFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Dalcimar+Casanova,,01/03/2024,31/07/2027,Em folha de pagamento
Daniel Cardoso Moraes de Oliveira,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Cardoso+Moraes+de+Oliveira,,01/08/2025,31/07/2028,Em folha de pagamento
Daniel Carlos Guimarães Pedronette,Masculino,UNESP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Carlos+Guimarães+Pedronette,,01/03/2024,31/07/2027,Em folha de pagamento
Daniel Fernandes Macedo,Masculino,UFMG,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Fernandes+Macedo,,01/08/2025,31/07/2028,Em folha de pagamento
Daniel Ludovico Guidoni,Masculino,UFOP,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Ludovico+Guidoni,,01/08/2025,31/07/2028,Em folha de pagamento
Daniel Ratton Figueiredo,Masculino,UFRJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Ratton+Figueiredo,,01/03/2026,31/07/2027,Em folha de pagamento
Daniel Sadoc Menasche,Masculino,UFRJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Daniel+Sadoc+Menasche,,01/03/2024,31/07/2027,Em folha de pagamento
Danielo Gonçalves Gomes,Indefinido,UFC,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Danielo+Gonçalves+Gomes,,01/03/2023,31/07/2026,Em folha de pagamento
Danilo Medeiros Eler,Masculino,UNESP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Danilo+Medeiros+Eler,,01/08/2025,31/07/2028,Em folha de pagamento
Davi Viana dos Santos,Indefinido,UFMA,MA,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Davi+Viana+dos+Santos,,01/08/2025,31/07/2028,Em folha de pagamento
David Menotti Gomes,Masculino,UFPR,PR,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=David+Menotti+Gomes,,01/03/2024,31/07/2028,Em folha de pagamento
Denis Deratani Mauá,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Denis+Deratani+Mauá,,01/03/2023,31/07/2026,Em folha de pagamento
Denis Fernando Wolf,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Denis+Fernando+Wolf,,01/03/2024,31/07/2027,Em folha de pagamento
